Group,ID,Type,Tank,Origin,Fam,Trmt,T0,T7,T11,T14,T18,T21,T25,T28
C1-1-2,11,R,C1,inshore,5,control,5.170377933,5.395392924,4.603934928,5.399432108,6.011946495,6.298858013,6.199822289,6.072718335
C1-1-2,12,R,C1,inshore,5,control,5.740576364,6.004968742,4.682642412,5.182526133,5.501821492,5.748178976,5.554305841,5.633173566
C1-1-2,13,R,C1,inshore,5,control,5.408711761,5.39952253,4.626322388,5.510411338,5.84904267,6.391041267,6.179401492,5.795572437
C1-1-2,14,R,C1,inshore,5,control,5.533259521,5.648544363,4.786749122,5.797631057,5.67660741,6.123730283,6.163846054,6.250873617
C1-1-2,15,R,C1,inshore,5,control,5.123149861,5.085574105,4.349674952,5.370239974,5.351153969,5.997421497,6.138765478,5.958493042
C1-1-2,16,R,C1,inshore,5,control,5.621306631,4.947756679,4.934191798,5.665178768,5.8218974,6.04412677,6.364319341,6.391220467
C1-1-2,17,R,C1,inshore,5,control,5.673812732,5.561822625,4.680467248,5.554971446,5.942392777,5.974648414,5.996950586,6.14437001
C1-1-2,29,A,C1,inshore,5,control,6.079147033,5.985511521,5.809399833,7.042986664,6.509888864,7.221986035,7.195256162,7.149012297
C1-1-2,41,R,C1,inshore,5,control,7.318549252,6.597040425,6.96499391,6.183191025,6.343071531,6.19293376,6.204842226,6.131026146
C1-1-2,42,R,C1,inshore,5,control,7.160287179,7.283155499,7.577808545,7.007752507,7.627133566,7.230445273,6.994249916,6.818456134
C1-1-2,43,R,C1,inshore,5,control,6.717193877,6.791741052,7.068959615,6.533638219,7.299118583,6.690146535,6.361771248,6.10339057
C1-1-2,44,R,C1,inshore,5,control,7.340572285,6.583438666,7.420391785,6.802725483,7.828187782,7.242230439,7.548165672,7.541514146
C1-1-2,45,R,C1,inshore,5,control,6.95883971,6.253290582,6.65786313,6.286989167,6.187835658,5.875188991,6.040789013,5.997977746
C1-3-4,10,R,C1,inshore,5,control,6.889764595,5.371535824,5.406199241,5.112236482,5.806577815,6.401058005,6.028579714,5.92028662
C1-3-4,11,R,C1,inshore,5,control,6.203852121,5.534596353,5.371476014,5.1520119,6.067420461,6.03466255,5.425703901,5.526307043
C1-3-4,12,R,C1,inshore,5,control,6.46145766,5.834049791,5.847941977,5.494149368,6.563357337,6.157769841,5.637482566,5.482562806
C2-1-2,27,A,C2,inshore,5,control,8.216325151,6.689480719,7.068913829,7.404617812,7.320654842,7.1714647,6.59412179,6.405344563
C2-3-4,20,R,C2,inshore,5,control,5.164089462,4.610814062,4.725559197,4.633987705,5.168246243,5.373904944,5.478881845,5.014351328
C2-3-4,21,R,C2,inshore,5,control,5.46179255,4.9144518,4.689530397,4.652031303,4.797710862,5.264706379,4.745017592,5.161823182
C2-3-4,39,R,C2,inshore,5,control,5.658052972,5.378806166,5.130771779,5.244550326,5.27410308,5.406281659,4.919118139,4.953077079
C2-3-4,40,R,C2,inshore,5,control,5.360757914,5.310222816,4.934142977,4.972906237,5.656182606,5.610235283,5.278378929,4.841374912
C2-3-4,41,R,C2,inshore,5,control,5.187377921,5.5875381,5.169620641,5.448561065,5.828335674,5.996613875,5.416873153,5.1587031
C2-3-4,42,R,C2,inshore,5,control,6.151402458,5.458208405,5.046984431,5.537733949,5.468987038,5.737642575,5.322642625,5.045458187
C2-3-4,43,R,C2,inshore,5,control,5.935814798,5.585817782,5.480118061,5.539399991,5.847723786,6.272878686,5.621634142,5.260340685
C2-3-4,44,R,C2,inshore,5,control,5.798071217,5.373989275,5.02214904,5.215592939,5.510214633,5.587843913,5.255272028,4.95561159
C2-3-4,45,R,C2,inshore,5,control,5.751350328,5.535813868,5.114593924,5.313492707,5.701830097,5.537492739,5.505584518,5.086598084
C2-3-4,46,R,C2,inshore,5,control,6.060235343,5.627028959,5.186935714,5.378230316,5.312173608,5.57407969,5.656956792,5.085018606
C2-3-4,47,R,C2,inshore,5,control,5.4586046,5.220269292,4.949697196,5.077509839,5.389540347,5.891990098,5.643563621,5.276502787
C2-3-4,51,R,C2,inshore,5,control,5.218140052,4.886068821,4.905419031,4.920267262,4.9462137,5.121624986,4.763256945,4.909733259
C3-1-2,16,R,C3,inshore,5,control,6.905535105,5.565744262,5.558120116,5.642740374,6.101715905,5.935244453,5.80837402,5.379502872
C3-1-2,17,R,C3,inshore,5,control,6.590343995,5.355961475,5.792988591,5.53430575,6.573815374,6.3073223,5.986135954,5.564266784
C3-1-2,18,R,C3,inshore,5,control,6.628863595,5.400917353,5.637130063,5.687272907,6.347062335,6.208463091,5.990191225,5.802219779
C3-1-2,19,R,C3,inshore,5,control,6.569849809,5.164737832,5.249799492,5.309060477,6.060033626,5.79182948,5.681637978,5.48836226
C3-1-2,20,R,C3,inshore,5,control,6.231628104,4.987153632,5.163241917,5.252243107,6.111174438,5.994793922,5.653533185,5.278541468
C3-1-2,31,R,C3,inshore,5,control,6.902560181,6.224801731,6.77661633,NA,6.958875149,7.483259222,6.637388495,5.816493971
C3-1-2,32,R,C3,inshore,5,control,6.399392453,6.351894649,6.557747428,7.374200219,6.742985311,6.939189955,6.885765844,6.31718459
C3-1-2,33,R,C3,inshore,5,control,5.791496404,7.052999152,5.956891129,NA,6.079292114,6.015100025,5.984358606,5.798280517
C3-1-2,45,A,C3,inshore,5,control,6.061885077,6.683860931,6.972397098,6.740850048,6.495243515,6.867308553,6.850403164,6.626082632
C3-3-4,31,R,C3,inshore,5,control,5.857745423,5.498887699,5.348172929,5.427426214,5.796979683,5.573806459,5.832155036,6.115294838
C3-3-4,32,R,C3,inshore,5,control,5.654436867,4.869722351,4.510968836,4.527973271,4.756437516,4.615726087,4.803468091,5.043368984
C3-3-4,33,R,C3,inshore,5,control,5.320665752,3.861188264,4.229576081,4.433068641,4.623205433,4.727444828,4.912149285,5.05585163
C3-3-4,34,R,C3,inshore,5,control,5.481675213,5.102644639,4.748047431,4.882554793,5.493566782,5.601767212,5.492730161,5.40006487
C3-3-4,35,R,C3,inshore,5,control,5.497961025,4.768031296,4.65677672,4.256149284,4.475731438,4.519458251,4.540358406,4.54419139
C3-3-4,46,R,C3,inshore,5,control,5.982188714,5.383279094,4.945021851,4.786137451,5.389159515,5.05073508,5.083621501,4.899977442
H1-3-4,16,A,H1,inshore,5,heat,6.777580993,6.088307901,6.646983722,6.733747401,6.955006311,5.859690506,5.583817406,5.676430282
H1-3-4,42,R,H1,inshore,5,heat,6.267750118,6.051569887,6.012116518,5.942002727,6.291624956,6.041947862,5.955149595,5.900184054
H1-3-4,43,R,H1,inshore,5,heat,6.34899972,6.16573073,6.365615462,6.243356397,5.460402114,5.167540079,4.783683098,5.108412427
H1-3-4,44,R,H1,inshore,5,heat,6.03994786,5.397837161,5.266652327,5.298228995,5.504529518,5.328329783,4.866789383,4.90734813
H1-3-4,45,R,H1,inshore,5,heat,6.231617576,6.089093095,6.016625535,5.823406509,6.018830793,5.755067175,5.207956525,5.111182998
H1-3-4,46,R,H1,inshore,5,heat,6.159780327,5.860623387,5.484282222,5.550070846,5.823440436,5.273304816,4.862704692,4.84869838
H1-3-4,47,R,H1,inshore,5,heat,5.988996697,5.919646579,5.642656453,5.880803396,6.303054677,5.31797705,4.84132687,5.053684654
H1-3-4,48,R,H1,inshore,5,heat,5.950763878,5.963201623,4.96418907,5.10146254,5.710264496,5.33405602,5.590581373,5.650580792
H1-3-4,54,R,H1,inshore,5,heat,6.476649884,6.353235753,5.227268259,5.246195555,5.512486919,5.227494919,4.850259745,4.841502092
H1-3-4,55,R,H1,inshore,5,heat,5.908524976,6.330699625,5.091319405,4.995474425,5.445680923,4.772505563,4.403768653,4.379248509
H2-1-2,1,A,H2,inshore,5,heat,5.154069678,5.958337095,6.026117145,6.388480833,6.733937149,5.764414996,5.445477307,5.389596803
H2-1-2,11,R,H2,inshore,5,heat,4.537243989,5.258729343,4.997505201,5.116190207,5.74508441,5.088827205,5.147321288,5.241112049
H2-1-2,12,R,H2,inshore,5,heat,4.189166783,4.886747088,4.759303561,4.897434759,5.51869737,4.674440888,4.778913685,4.820475696
H2-1-2,13,R,H2,inshore,5,heat,4.180982644,5.037468545,4.909708628,5.243286284,5.669763577,5.14101288,4.852553005,5.11470376
H2-1-2,14,R,H2,inshore,5,heat,4.499553872,4.992915661,5.189342359,5.464220905,5.740202176,5.263123797,4.980138227,5.127601826
H2-1-2,15,R,H2,inshore,5,heat,3.424703522,4.58759229,4.473915372,5.224545396,5.768646493,5.040346179,4.936250036,4.840511173
H2-1-2,16,R,H2,inshore,5,heat,4.566426909,5.208292734,5.256554418,5.277516064,5.948333908,5.170863798,5.129526877,5.238177377
H2-1-2,17,R,H2,inshore,5,heat,4.515814465,5.461423717,5.17625508,4.990636314,5.153520464,4.848131912,4.732423149,4.955289466
H2-3-4,14,R,H2,inshore,5,heat,6.726437176,6.198548814,4.985157168,5.04787817,5.708025588,5.362750703,5.205277094,5.041545576
H2-3-4,15,R,H2,inshore,5,heat,6.625470267,6.014125555,5.078895766,5.023975907,5.412093251,5.110244121,5.037146723,4.9562909
H2-3-4,16,R,H2,inshore,5,heat,6.456741211,5.836195164,5.211032789,4.973662304,5.129596026,4.933769632,4.819561419,4.857645437
H3-1-2,6,R,H3,inshore,5,heat,6.326954213,5.523331762,5.717020523,6.061487628,5.702444784,5.519740597,5.210285662,4.796858752
H3-1-2,7,R,H3,inshore,5,heat,6.861556952,6.041015245,5.980649084,6.274374926,5.969102963,5.722443711,5.552325602,5.410409352
H3-1-2,8,R,H3,inshore,5,heat,6.297483436,5.586978603,5.595667693,6.130248807,5.809900009,5.720561899,5.385174048,5.052812142
H3-1-2,9,R,H3,inshore,5,heat,6.51378043,5.941003604,6.312795895,6.740443648,6.246117456,5.904411387,5.718541539,5.234976199
H3-1-2,23,A,H3,inshore,5,heat,5.734620073,5.25757947,6.049155994,6.2460198,6.592591458,6.310338368,5.534764793,5.586809177
H3-3-4,1,R,H3,inshore,5,heat,7.311397731,6.929959837,6.629128237,6.827563909,6.20963839,5.809144505,5.677664677,5.420998278
H3-3-4,2,R,H3,inshore,5,heat,7.097921681,6.558003002,6.387230352,6.432914988,6.064898058,5.866386146,5.876314398,5.347472388
H3-3-4,3,R,H3,inshore,5,heat,7.212134102,6.627850503,6.364278798,6.531832388,5.995300696,5.72357751,5.804373772,5.610184585
H3-3-4,49,R,H3,inshore,5,heat,6.01715542,5.842929904,5.262721342,5.247809773,5.301626227,5.143883842,4.994517211,4.510206394
H3-3-4,50,R,H3,inshore,5,heat,5.974877191,5.618989495,5.293333889,5.172408092,5.35464385,5.168019105,5.004041903,4.77167424
H3-3-4,51,R,H3,inshore,5,heat,5.682286198,5.573760152,5.001478931,4.817189203,5.193231367,4.885006245,4.709366846,4.319529616
H3-3-4,52,R,H3,inshore,5,heat,5.735841136,5.568007988,5.234525575,4.848245964,5.131291446,4.888349825,4.738806801,4.319233419
C1-1-2,49,R,C1,inshore,11,control,6.884417047,6.289086828,7.037765648,6.595386124,NA,NA,NA,NA
C1-1-2,50,R,C1,inshore,11,control,7.234001056,6.020635346,7.159307217,6.804994997,6.62843625,5.998004828,6.6060405,5.874233986
C1-3-4,13,R,C1,inshore,11,control,6.82278893,5.687088909,4.989187437,5.063464244,5.636454355,5.359846355,5.127800121,5.477456631
C1-3-4,14,R,C1,inshore,11,control,6.208689992,5.959709601,4.671307533,4.961184598,5.952112339,5.111614917,4.960505348,5.483005073
C1-3-4,17,R,C1,inshore,11,control,6.57707834,5.97622206,5.718583383,5.402028811,5.644130901,5.453491734,5.191183904,4.914732051
C1-3-4,18,R,C1,inshore,11,control,6.536866311,5.13846247,6.053408556,4.778794507,5.399001186,5.440599676,NA,NA
C1-3-4,19,R,C1,inshore,11,control,6.939874287,5.495503107,6.04004386,5.454244809,5.702464656,5.779115067,5.480329198,4.936724788
C1-3-4,20,R,C1,inshore,11,control,7.003698678,4.701377689,NA,NA,NA,NA,NA,NA
C1-3-4,35,A,C1,inshore,11,control,6.089747423,5.498741034,6.202967196,6.116301367,6.135278297,5.688453605,4.716127379,4.392811982
C2-1-2,45,R,C2,inshore,11,control,7.751705742,6.863223043,6.168311071,6.919818362,6.002533464,7.686455648,NA,NA
C2-1-2,46,R,C2,inshore,11,control,8.19674173,6.534592799,6.45737953,6.948277676,7.274914394,7.399497341,6.927231308,6.850042186
C2-1-2,47,R,C2,inshore,11,control,8.445080079,6.856741422,6.772287466,7.218513724,7.053287814,7.069817272,6.736032438,6.207459182
C2-3-4,22,A,C2,inshore,11,control,6.875090761,5.704821719,6.531857608,6.331196127,6.258423551,6.288546442,5.949792748,6.129969943
C3-1-2,7,A,C3,inshore,11,control,5.568317657,4.97643208,5.79233675,5.600453081,6.113368242,5.923322743,5.745969861,5.650329188
C3-1-2,26,R,C3,inshore,11,control,6.829239918,5.218379525,5.925895467,5.648952592,6.282039417,5.79501963,5.992906494,5.597536171
C3-1-2,27,R,C3,inshore,11,control,6.841245588,5.20609724,6.00178344,5.996452931,6.666962142,6.213957239,6.224868009,5.84216401
C3-1-2,40,R,C3,inshore,11,control,6.496821392,6.994292399,6.323050205,6.004360724,6.078119649,NA,NA,NA
C3-1-2,42,R,C3,inshore,11,control,6.16683594,5.989749614,5.674006379,5.768966783,5.900569408,5.732533168,5.203707532,5.375146528
H1-1-2,2,R,H1,inshore,11,heat,6.193953175,5.287207147,NA,NA,NA,NA,NA,NA
H1-3-4,4,A,H1,inshore,11,heat,6.902577136,6.931054788,5.582187495,5.232762911,4.907187711,4.816326811,3.876560012,4.623069616
H1-3-4,9,R,H1,inshore,11,heat,6.830769288,6.50667945,6.148210056,6.194411314,7.036262753,5.858738363,5.430600987,5.51237206
H1-3-4,10,R,H1,inshore,11,heat,6.274590441,4.984476968,4.712258723,5.720807281,4.911363688,5.02239967,5.073442425,6.302441919
H1-3-4,11,R,H1,inshore,11,heat,6.771320971,4.866015917,NA,4.63638599,NA,NA,NA,NA
H2-1-2,21,R,H2,inshore,11,heat,4.535664594,4.80473448,4.83759706,4.675025006,4.93834841,4.775891264,4.686706283,4.457699486
H2-1-2,42,A,H2,inshore,11,heat,6.023110885,5.985061289,5.224295176,4.485169397,3.930885715,4.214418177,3.310769712,3.735876166
H2-1-2,45,R,H2,inshore,11,heat,8.142826566,7.607802072,6.507956168,6.201271408,6.686037189,5.241468219,4.670704779,4.815588716
H2-3-4,37,R,H2,inshore,11,heat,6.268749491,5.231122654,4.75987373,4.826542275,5.0376648,4.242854808,3.896100809,3.919705951
H2-3-4,38,R,H2,inshore,11,heat,6.235604597,5.292177158,4.792498124,4.69591352,4.893288931,NA,NA,NA
H2-3-4,39,R,H2,inshore,11,heat,6.285620541,5.527543968,4.847252076,5.068992278,5.490257972,4.921614172,4.741287183,4.62184141
H3-1-2,11,R,H3,inshore,11,heat,6.506555107,5.961769019,6.11788971,6.277322367,6.251904809,5.99030013,5.372615191,5.227672452
H3-1-2,12,R,H3,inshore,11,heat,6.541293607,6.001577839,5.583624267,5.728613378,5.754294046,6.00791105,NA,NA
H3-1-2,34,R,H3,inshore,11,heat,7.567751378,6.498955972,6.587872773,6.969728318,7.288151656,6.71497782,6.331042072,6.25683824
H3-1-2,35,R,H3,inshore,11,heat,7.366474399,6.638105431,6.33546565,6.710743567,6.916203456,6.262090289,6.236349205,6.03392852
H3-1-2,36,R,H3,inshore,11,heat,7.245431378,6.6573701,6.393742941,6.83525219,7.077334888,6.487603888,6.171104953,6.085279668
H3-3-4,21,A,H3,inshore,11,heat,6.233884509,4.783182909,3.415114627,2.891089214,3.344078229,3.565387752,2.888279952,3.063979195
C1-1-2,53,R,C1,inshore,17,control,8.784979496,7.437783879,7.313362007,6.522975786,NA,NA,NA,NA
C1-1-2,54,R,C1,inshore,17,control,8.351910471,7.606869218,7.728288583,6.696272437,6.19955755,5.562787336,6.14977734,6.206377825
C1-1-2,55,R,C1,inshore,17,control,8.372465302,7.572701925,7.878087716,6.709418489,6.44247001,5.674879051,6.151036866,5.809340086
C1-3-4,1,R,C1,inshore,17,control,6.794249929,6.153153054,6.146212001,5.980623389,6.995402957,6.471924778,5.901735319,6.462867943
C1-3-4,2,R,C1,inshore,17,control,7.403422228,6.482328917,6.424122723,6.235676798,5.775551774,5.579129981,6.795561903,5.743178748
C1-3-4,3,R,C1,inshore,17,control,6.856298955,6.004086834,5.805308182,6.001802507,6.613734671,7.039412612,6.784229651,6.831035204
C1-3-4,4,R,C1,inshore,17,control,6.919324431,5.797185727,6.298011626,6.482163856,6.54136723,6.525233043,6.271281982,6.279367301
C1-3-4,5,R,C1,inshore,17,control,6.349742783,6.096597883,6.220654604,6.12285064,6.865141562,6.224998365,6.264021657,6.4157866
C1-3-4,42,A,C1,inshore,17,control,6.850542088,6.652036857,6.551069685,6.540892276,6.622771345,6.807257724,6.563342372,6.227894715
C2-1-2,14,R,C2,inshore,17,control,6.009369728,5.787187619,5.222327821,5.693362478,6.042058914,5.779556779,5.724393473,5.856135183
C2-1-2,15,R,C2,inshore,17,control,6.550626353,6.165466736,5.538934966,5.94800206,6.002223239,6.043586272,5.76538293,5.603238953
C2-3-4,1,R,C2,inshore,17,control,7.134472922,6.173567326,5.913813574,5.762049877,6.043042298,6.395142223,6.574006655,6.294891971
C2-3-4,2,R,C2,inshore,17,control,6.792520173,6.035383887,5.923516785,5.790632961,5.899715013,6.092864507,6.23186973,5.927206081
C2-3-4,12,R,C2,inshore,17,control,5.977203972,5.522517133,5.19974733,4.931749239,5.31504742,5.421109957,5.438628033,5.533007057
C2-3-4,13,R,C2,inshore,17,control,5.933213333,5.598717568,5.48216399,4.866573063,5.434877149,5.444180077,5.439692732,5.530343818
C2-3-4,14,R,C2,inshore,17,control,5.725909066,5.500733703,5.559298374,4.65047146,5.401621471,5.338018092,5.39980747,5.104146184
C2-3-4,15,R,C2,inshore,17,control,6.445084783,6.288387621,5.344804191,5.277655141,5.865990946,5.637101484,6.090715214,5.635323109
C2-3-4,23,A,C2,inshore,17,control,7.164059037,6.845957521,6.792015566,6.706668797,6.912256708,7.085589485,7.013727337,7.461443363
C3-1-2,15,A,C3,inshore,17,control,7.068395118,6.321658969,6.762344239,6.692814711,7.537554754,7.295784422,7.133060698,6.916685971
C3-3-4,20,R,C3,inshore,17,control,6.863988527,5.881048591,5.462142193,5.460371928,6.057105195,5.798652334,5.863642893,5.743978867
C3-3-4,21,R,C3,inshore,17,control,5.947009279,5.362395885,5.059676046,5.255225872,5.858159727,5.510345906,5.445059302,5.31012142
C3-3-4,22,R,C3,inshore,17,control,6.228709812,5.292430173,5.479079472,5.435771879,5.740252744,5.81820415,5.61659076,5.418104858
C3-3-4,40,R,C3,inshore,17,control,6.07958759,4.883319974,5.024278834,4.815215216,5.619125509,5.425338986,5.448296055,5.640124237
C3-3-4,41,R,C3,inshore,17,control,5.871571676,5.146039593,4.831614434,4.874742698,5.640878043,5.417564116,5.440342946,5.309877539
C3-3-4,42,R,C3,inshore,17,control,5.859249052,4.85874146,4.770850747,5.012280908,5.055682749,4.849617488,5.194135795,5.368376477
C3-3-4,52,R,C3,inshore,17,control,5.74537225,5.866107734,5.297987383,5.393950392,5.634061752,5.434867013,5.323571704,5.248637042
C3-3-4,53,R,C3,inshore,17,control,6.082489138,5.89327346,5.311701949,5.28164086,5.710605341,5.574166766,5.497333946,5.63423359
C3-3-4,54,R,C3,inshore,17,control,5.991753076,5.787315369,5.246897711,5.423447365,5.513975849,5.458191623,5.3320902,5.243116876
H1-1-2,1,R,H1,inshore,17,heat,6.180253614,6.271676445,5.075998437,5.888571357,5.908972043,5.868831184,4.90613925,5.579679173
H1-1-2,26,R,H1,inshore,17,heat,6.454493268,6.455412784,5.437571712,6.270765739,6.251594211,6.244379231,5.219226617,5.808620767
H1-1-2,27,R,H1,inshore,17,heat,6.102457144,6.027793384,5.351946452,6.134511188,5.918859682,6.030141118,5.050530358,5.589416831
H1-1-2,28,R,H1,inshore,17,heat,6.476675199,6.503156368,5.703347868,6.37883854,6.693230569,6.422104266,5.642869852,6.224177125
H1-1-2,29,R,H1,inshore,17,heat,6.280764381,5.763147811,5.595090221,6.320935853,6.501610207,6.31631806,5.376061687,6.021250006
H1-1-2,30,R,H1,inshore,17,heat,6.280622417,6.283331996,5.649182716,6.344353458,6.546362967,6.438905192,5.514933572,6.144605528
H1-3-4,5,A,H1,inshore,17,heat,7.94659991,7.707774685,7.963165874,8.094546539,7.932750852,6.879237399,6.408807644,6.26325696
H1-3-4,17,R,H1,inshore,17,heat,7.421137485,7.158479454,6.639016749,6.268444311,6.697766089,5.944193205,5.693201327,5.315881275
H1-3-4,18,R,H1,inshore,17,heat,6.940297779,6.459955593,6.003437516,5.763903131,6.137565427,5.661406706,5.564111199,5.213687113
H2-1-2,23,A,H2,inshore,17,heat,5.658901876,6.16899629,6.209996711,6.711914814,7.016965171,6.480421452,6.12736194,6.142467036
H2-1-2,32,R,H2,inshore,17,heat,6.85935859,6.635734207,6.207242135,6.197731421,6.29992013,6.993263766,5.746391066,6.234182726
